player_id,player_name,position,n_press,n_rows,pos_total,exec_total,check_total,check_per_press
5833dbf2-d4d6-e001-2cd5-74d2a3bac7c2,"Boucher, Matthew",LW,1,4.0,0.5179524341151421,0.17286831550451995,0.6908207496196621,0.6908207496196621
4d495b06-e706-89e3-59ae-b670e6ace70f,"Koch, Davis",F,1,6.0,0.4705962996804139,0.181818187236786,0.6524144869171999,0.6524144869171999
b3762305-438c-1b85-1c59-1a831d98849c,"Pekar, Matej",F,1,5.0,0.43534067291494577,0.18577288935547948,0.6211135622704252,0.6211135622704252
6aaec354-e7a5-0c0d-7584-6746ffd4aabb,"Foudy, Liam",F,3,12.0,0.382827076490028,0.654256187063838,1.037083263553866,0.345694421184622
9692be3e-1840-be44-346f-17fd56755724,"Henman, Luke",F,3,7.0,0.8576420887542663,0.07180876910905334,0.9294508578633196,0.30981695262110653
ee6f66a2-297c-c175-476d-a4390ead7eb4,"Campbell, Alexander",LW,1,2.0,0.29287391211425273,-0.003625807052162297,0.2892481050620904,0.2892481050620904
6c78afc0-6490-5b83-db5f-7f87839dc862,"Hoelscher, Mitchell",C,3,12.0,0.7101715475604745,0.0252191986243563,0.7353907461848308,0.24513024872827693
83210d48-c6d5-b414-a3fb-fb523e0d9a31,"Cholowski, Dennis",D,6,13.0,0.1636841208637123,1.2799514637205387,1.443635584584251,0.24060593076404183
178c4dba-943e-4f43-64ea-51402c33f28d,"Miroshnichenko, Ivan",LW,4,20.0,0.17774569444363447,0.7292059816578667,0.9069516761015011,0.22673791902537527
bcd88228-d322-91a4-38aa-2ac368186ee3,"Holloway, Dylan",LW,1,4.0,0.16395475588574016,0.056794991051416485,0.22074974693715665,0.22074974693715665
adce8fef-8cdf-c45c-6d59-68ef391c977a,"Kisakov, Alexander",F,2,2.0,-0.07242039512040868,0.46341428952119884,0.39099389440079013,0.19549694720039507
5ed92cf2-bc71-8b27-ceef-13805029dcbc,"Lapierre, Hendrix",C,3,7.0,0.044272947748542076,0.5277190161164775,0.5719919638650196,0.19066398795500653
0fec22fb-1012-3b71-e15a-fa49606b54ed,"Hunt, Dryden",LW,3,12.0,0.40490959795265674,0.16168015783327247,0.5665897557859292,0.18886325192864306
db0333ab-7807-d7a0-6a75-e78b8401080d,"Fogarty, Steven",RW,28,133.0,1.7517107662849054,3.413883572970205,5.16559433925511,0.1844855121162539
b90aa353-979c-854a-6f54-5a714d009b15,"Hall, Curtis",C,5,22.0,0.6029846805354819,0.3163352155324104,0.9193198960678923,0.18386397921357847
4ef5382c-6459-519f-de86-96aa6ab54c2e,"Welinski, Andy",D,4,10.0,0.5795284042746668,0.1548448142558753,0.734373218530542,0.1835933046326355
6478e1ee-af93-5c31-b87a-97218a8236b2,"Wolff, Nick",D,2,4.0,0.5850523762284978,-0.23439195905705834,0.3506604171714395,0.17533020858571974
6082f959-421e-173b-b5e4-e1ffd5fc7d18,"Pelletier, Jakob",LW,5,20.0,0.5109470698441352,0.36389903858021,0.8748461084243452,0.17496922168486903
f2811315-a63a-c5b6-95d0-80e2cb18975e,"Pospisil, Martin",C,1,5.0,0.1978518851829966,-0.022928408336880146,0.17492347684611645,0.17492347684611645
d85ec4b9-edd3-0949-8aa2-d27637d19918,"Crookshank, Angus",LW,5,15.0,0.291645213135743,0.575755878831593,0.867401091967336,0.1734802183934672
ad46103a-4d3e-9234-dee6-f970fd779e79,"Blidh, Anton",F,12,38.0,0.7720628611664381,1.2564950054087005,2.0285578665751385,0.16904648888126153
3ed6a15c-aa34-a886-9041-868c9e52bc0e,"Bauer, Tyrel",D,1,,-0.06515724742991225,0.22826086916029453,0.1631036217303823,0.1631036217303823
da5bdc30-ff02-7a26-4d8b-79c87b128ab4,"Ford, Parker",RW,1,,-0.06515724742991225,0.22826086916029453,0.1631036217303823,0.1631036217303823
800573f9-983d-f26c-6768-3c97219f0f85,"Allan, Nolan",D,1,,-0.01614166395944848,0.17924528568983078,0.1631036217303823,0.1631036217303823
af4b1383-6455-2988-0dab-f2fd733e167b,"Zhilkin, Danny",C,1,,-0.06515724742991225,0.22826086916029453,0.1631036217303823,0.1631036217303823
78821ac8-2fb6-cafd-71d8-bf5d718e6703,"Matteau, Stefan",LW,3,15.0,0.40775732761178424,0.07599217487159488,0.4837495024833791,0.16124983416112637
0ca4f9ef-7e7a-d691-6e1c-16d394e84bfe,"Baddock, Brandon",LW,11,39.0,1.1771790681149947,0.5581493159188985,1.7353283840338931,0.157757125821263
5bd9a56b-e7ed-0f23-4c35-63587ff2bd90,"Kaspick, Tanner",F,13,53.0,-0.5809460967627009,2.6292715700957507,2.04832547333305,0.15756349794869615
9fe3605d-f4f9-9c7f-e12d-760d6cc2d387,"Jost, Tyson",C,4,12.0,0.5070685036583371,0.12231556649429759,0.6293840701526348,0.1573460175381587
967d9997-756d-44cc-889a-8c024fc10a3c,"Robins, Tristen",F,7,38.0,0.67598814506414,0.4227160073886559,1.0987041524527958,0.15695773606468513
d7535706-ab13-a4e2-1b01-b80ac5ff0720,"Andonovski, Corey",RW,7,25.0,0.772118294257277,0.28767411778112617,1.0597924120384032,0.1513989160054862
2766277d-aa8c-2da8-d328-62f1cbf03279,"Duehr, Walker",RW,1,4.0,-0.01010504337233796,0.16093574542133257,0.15083070204899462,0.15083070204899462
bfcaa06a-42fc-68bf-aeb2-f26f3d6c02f7,"Ibragimov, Timur",LW,14,50.0,0.15060552586726306,1.9239575730555791,2.0745630989228423,0.14818307849448872
