model,start_model,hazard_model,hazard_log_loss,ghost_method,allocation_method,ghost_draws,weighting_mode,softmax_tau,raw_delta_pos_sum_error,raw_delta_exec_sum_error,raw_delta_total_sum_error,raw_delta_total_mean_abs_seq_error,raw_delta_total_p95_abs_seq_error,post_alloc_pos_residual,post_alloc_exec_residual,post_alloc_total_residual,post_alloc_total_abs_rel_to_abs_true_total,post_alloc_total_mean_abs_seq_residual,post_alloc_total_p95_abs_seq_residual
hybrid,p0_xgb,xgboost,0.23829435036703012,rfcde,ghost_shares_sign_gated,10,sign_gated,1.0,-8.831621410232078,50.17023230675838,41.33861089652635,0.35679105752909845,0.8806557240469054,-8.850406629790086e-09,1.708467323169316e-06,1.6996169236449532e-06,1.885034954429047e-09,8.822915950539976e-10,1.0999353095009212e-10
