player_id,player_name,n_press,n_rows,participation_total,participation_per_press,participation_rank,distance_total,distance_per_press,distance_rank,check_total,check_per_press,check_rank,position
48d0d556-7f19-8d92-f6ff-b83120c8c32b,"Hofer, Ryan",130.0,550.0,-0.4914166085136074,-0.0037801277577969,668.0,1.0453422749238444,0.0081667365228425,358.0,2.3383637549694813,0.018268466835699,320.0,RW
b90aa353-979c-854a-6f54-5a714d009b15,"Hall, Curtis",52.0,235.0,-0.316566643405443,-0.0060878200654892,758.0,0.8308738000623875,0.0162916431384781,275.0,0.9618075792788352,0.0181473128165817,321.0,C
4447229a-e693-b7a3-6bbe-f464ae9917c4,"Pyyhtia, Mikael",154.0,620.0,1.380080251221215,0.008961560072865,196.0,3.0017280516480547,0.0201458258499869,237.0,2.614654410494227,0.0179085918527001,322.0,LW
79b63b9f-49dc-162b-951e-053b32088ce5,"Smallman, Spencer",145.0,492.0,0.6114712723889282,0.0042170432578546,366.0,5.2966829578280725,0.0378334496987719,84.0,2.467281963044721,0.0178788548046718,323.0,C
0ca4f9ef-7e7a-d691-6e1c-16d394e84bfe,"Baddock, Brandon",173.0,746.0,0.4138474063735757,0.0023921815397316,435.0,4.817009678587872,0.0275257695919306,150.0,3.1399248791711223,0.0177396885828876,324.0,LW
5801ee51-cb4c-15b8-3d9d-757bd846feae,"Tufte, Riley",232.0,864.0,0.983911374738312,0.0042409973049065,363.0,3.3651957813684703,0.0145679471054912,291.0,3.8437842549310752,0.0176320378666563,325.0,F
eae0f98c-c856-b1d8-3723-60b369cbf5c9,"Hardman, Mike",196.0,846.0,1.434245173296116,0.0073175774147761,257.0,7.391300484153792,0.0380994870317205,83.0,3.228480080961134,0.0171727663880911,326.0,LW
73f11278-21e8-9bd9-f271-70e5cf8d41e7,"Kessy, Kale",40.0,168.0,-0.2588974180041869,-0.0064724354501046,774.0,1.779135926289377,0.0404349074156676,70.0,0.7518720636383587,0.0170880014463263,327.0,LW
e816e950-29af-f11a-16dc-9be28900788e,"Maillet, Philippe",172.0,513.0,0.106792277273785,0.0006208853329871,496.0,1.4674164694779868,0.0090581263548023,346.0,2.4733427370016425,0.0170575361172527,328.0,C
561c6f7f-ceeb-36da-d6e4-f2586e2e8316,"Ostapchuk, Zack",248.0,789.0,-0.4049953477552912,-0.0016330457570777,587.0,3.1259688420792244,0.0127071904149561,315.0,3.4569211630868377,0.0167811706945963,329.0,C
b9f1b352-9b5d-ada7-2fc9-1ce3ed96cfa1,"McPhee, Graham",137.0,381.0,-0.3917236566643401,-0.0028592967639732,644.0,0.8837173943740564,0.0070136301140798,369.0,1.7131987683060892,0.0166329977505445,330.0,LW
13e8d6e9-7d96-84c1-9669-e6f47764f9e3,"Addamo, Justin",57.0,,0.1379832519190511,0.0024207588055973,434.0,0.2976792394513917,0.0059535847890278,376.0,0.1155402685721178,0.0165057526531596,331.0,C
fe72eceb-4367-8d2c-8559-ccfb83481eb2,"Kannok-Leipert, Alex",114.0,320.0,-0.7157257501744589,-0.0062782960541619,766.0,1.5340351325239403,0.0146098584049899,290.0,1.526330394037108,0.0164121547745925,332.0,D
8682f8c1-304a-51d9-6663-158ca58fa6c9,"Didier, Josiah",216.0,259.0,-0.4916503838101878,-0.0022761591843064,615.0,-3.9155596506632313,-0.019977345156445,857.0,2.0043292251985845,0.0161639453645047,333.0,D
2169a8c5-6ecd-6471-78be-1fd91f858e82,"Chibrikov, Nikita",263.0,1016.0,1.0980460572226107,0.0041750800654852,367.0,9.710860705551177,0.0370643538379815,86.0,3.875528982844341,0.0158833155034604,334.0,LW
9e078fa3-39e8-f4e1-f5f6-285848105a57,"Franco, Dominic",158.0,,-1.7819853454291692,-0.0112783882622099,884.0,-2.8761333345917697,-0.0190472406264355,838.0,0.1425189359205829,0.0158354373245092,335.0,C
0197019c-0e19-f14e-cdab-ce4bb3630856,"Laferriere, Mathias",207.0,724.0,0.309960455919982,0.0014973935068598,469.0,5.05493153561217,0.0247790761549616,187.0,3.138859531671729,0.0156942976583586,336.0,RW
12845e0c-fc7d-d76a-f026-bb69d8aad07e,"De Leo, Chase",192.0,690.0,-0.4131984182367987,-0.0021520750949833,607.0,1.1860858954738072,0.0071023107513401,366.0,2.6689403105888996,0.0155170948290052,337.0,LW
5f892ad5-e130-bc2e-c361-f6cfbd6bd692,"Malatesta, James",142.0,527.0,-1.5490858339148637,-0.0109090551684145,880.0,0.931231671375437,0.0070547853892078,368.0,1.8837705398449176,0.0154407421298763,338.0,LW
e3640c9a-f167-a9fb-5b42-88d88654fe8a,"Lind, Kole",214.0,819.0,1.8977925098860209,0.0088681892985328,201.0,4.504204832448012,0.0208528001502222,231.0,3.022884131161003,0.0153445894982792,339.0,F
f2811315-a63a-c5b6-95d0-80e2cb18975e,"Pospisil, Martin",7.0,40.0,0.4996929518492673,0.0713847074070381,7.0,-0.0631064645003418,-0.0090152092143345,604.0,0.1367241036435161,0.0151915670715017,340.0,C
befd7372-8a19-ca5a-c1db-88c82ad4500b,"Criscuolo, Kyle",240.0,946.0,0.4061758548499658,0.0016923993952081,462.0,5.4834127202054015,0.0233336711498102,198.0,3.5827132743068137,0.0149904321100703,341.0,C
bcfc449f-d442-64d4-e387-32dabfcda765,"DiLiberatore, Peter",86.0,157.0,-0.964497557571528,-0.0112150878787386,883.0,-1.2460636532273195,-0.0141598142412195,736.0,0.7540132409061886,0.0147845733511017,342.0,D
