player_id,player_name,position,n_forechecks,total,total_per_forecheck
c50ee147-78c1-e97c-f042-2810c51adffc,"Shaw, Mason",LW,61,1.0128041404977903,0.0166033465655375
94f219b6-0ac1-9b23-69b8-1b954af026c9,"Zlodeyev, Dmitri",F,53,1.0119609211444525,0.0190936022857443
a4939932-d13e-4c1e-b534-699402d2888a,"Laczynski, Tanner",F,180,1.0099360316352646,0.005610755731307
67c9940a-3733-2962-f9b4-f523a2d1df8f,"Ciona, Lucas",LW,148,1.0042114445219823,0.0067852124629863
bfcaa06a-42fc-68bf-aeb2-f26f3d6c02f7,"Ibragimov, Timur",LW,123,0.999381251453827,0.0081250508248278
432d0e7c-2d69-f44f-69c9-227f410e8f8b,"Balinskis, Uvis",D,165,0.9974877878576418,0.0060453805324705
5801ee51-cb4c-15b8-3d9d-757bd846feae,"Tufte, Riley",F,232,0.983911374738312,0.0042409973049065
5053122c-425b-eb9a-fd96-63387bb70366,"Rolston, Ryder",F,190,0.9809478948592704,0.005162883657154
11fbe5d4-66ec-34ba-9657-09704f893154,"Toninato, Dominic",C,120,0.9804140497790188,0.0081701170814918
c8d33732-42a1-d13e-323a-6457dc42307a,"Richards, Justin",C,98,0.977833217027216,0.0099778899696654
98e46ae5-eff9-0b8e-979e-9310c0f4d553,"Jonsson-Fjallby, Axel",RW,117,0.9722086531751576,0.0083094756681637
1b8bd0ac-fac4-d900-2d3e-411db1939181,"Massie, Jake",D,75,0.9704466154919752,0.0129392882065596
36cdd1d1-54e8-c461-9d2b-7684df1843de,"Wiesblatt, Ozzy",RW,168,0.9652535473365904,0.0057455568293844
47d857f2-7d2a-edfc-e1c5-73767c716a2f,"Sweezey, Billy",D,221,0.9652512212142366,0.0043676525846798
ce2b247b-205a-e275-79bc-893e80beb087,"Lilleberg, Emil",D,169,0.9639497557571534,0.0057038447086222
5cfb433e-f489-5965-e0f1-6ccb5d7a2b2c,"Nikkanen, Henri",C,205,0.9588101884159111,0.0046771228703215
a8ddd322-1d59-e6d5-6eae-09dde5c61284,"Luypen, Jalen",LW,197,0.9543626424749948,0.0048444804186547
78821ac8-2fb6-cafd-71d8-bf5d718e6703,"Matteau, Stefan",LW,62,0.9508408932309842,0.0153361434392094
7654aef7-b9f3-a41c-bd8c-5746babb1db9,"Neuchev, Viktor",RW,149,0.9506071179344038,0.0063799135431839
7a213ae8-292c-bc7f-83dd-7b14bdcadde1,"Berggren, Jonatan",RW,166,0.9498906722493607,0.0057222329653575
2f0d296c-e9df-b8b7-f0e0-a135b8802329,"Soderblom, Elmer",LW,239,0.9419120725750182,0.0039410546969666
2681206b-2285-7d67-cd87-b48f1c66bcdd,"Jordan, Zach",RW,54,0.9404884856943476,0.0174164534387842
8127c1a5-26ad-e502-64ef-c7ff9b63667f,"Foote, Cal",D,115,0.9366259595254716,0.008144573561091
8a45aeeb-45e5-0a8f-5837-39bccade3f72,"Phillips, Isaak",D,132,0.9262979762735524,0.0070174089111632
4140108e-fd7c-f6c9-17ed-54d6cb083bb4,"Clifford, Kyle",LW,155,0.9217725052337756,0.005946919388605
3c4adeaf-5301-5206-c1cb-16db210f2864,"Sillinger, Owen",LW,246,0.9046161898115848,0.0036773015845999
6dbb81a4-b033-f2eb-d097-8a60da618a8e,"Bankier, Caedan",C,210,0.897946033961387,0.0042759334950542
f7d87866-fb2a-6a94-5317-d30145102fef,"Meyer, Carson",RW,147,0.8947534310304727,0.0060867580342209
eea2f5b1-7f49-aeed-2bad-ceff85f41700,"Dumont, Gabriel",C,148,0.8935008141428245,0.0060371676631271
bc2abfcb-4444-082a-2f24-73a1a10338f5,"Biro, Brandon",F,188,0.8845522214468486,0.004705065007696
c8faf786-d902-4a0e-cfdd-3326fa37b797,"Burke, Cal",F,185,0.8835554780181444,0.0047759755568548
c49719c8-8490-01cc-e81b-91996b030e35,"Jenik, Jan",C,164,0.8832751802744829,0.0053858242699663
fc414242-12e8-6043-d405-65eef24051c1,"Olausson, Oskar",F,167,0.8760153524075371,0.0052456009126199
9c74b325-0fa9-5486-dd3f-f6b577678042,"Pavel, Ondrej",F,177,0.8743021632937898,0.0049395602445976
1586746e-cebb-583e-a668-5f66df384eb2,"Bryson, Jacob",D,41,0.8696301465457085,0.0212104913791636
83210d48-c6d5-b414-a3fb-fb523e0d9a31,"Cholowski, Dennis",D,292,0.8669865084903474,0.0029691318783916
ad2dce89-80cd-8d6b-b384-e114ceaafcf6,"Bystedt, Filip",F,22,0.8597383112351711,0.0390790141470532
c4ebf006-49c8-4653-9f36-08b55190b8b2,"Dufour, William",F,189,0.8441125843219359,0.0044662041498515
da1e315e-d850-b54c-fd20-780097393ec1,"McKinnon, Ian",F,19,0.8420237264480113,0.0443170382341058
64897768-18c0-5c24-3bc4-1137682f7c4f,"Felhaber, Tye",LW,187,0.8346545708304263,0.0044633934269006
936ad397-0a05-0d42-2c84-a8d14ddf2971,"Kozak, Tyson",C,111,0.8272702954175394,0.0074528855443021
f7107d0e-ef1a-26eb-a93d-bb7de5f12ca1,"Klee, Mason",D,36,0.8269923237962318,0.0229720089943397
