model,log_loss,mean_success_hazard,mean_failure_hazard
gbm_hist,0.11236364302122272,0.0679312818549378,0.1243003292082331
neural_net_mlp,0.16139807014158436,0.06473745311963627,0.12405514036065389
multinomial_logit,0.4154521220031089,0.1730510964108515,0.18448062676678564
